match_id,match_name,score,match_date,match_rbp,q_num,question_text,result,you_pct,crowd_pct,outcome_pct,rbp,performance,predicted,beat_crowd,brier_you,brier_crowd
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,9,Will there be 8 or more total shots on target?,YES,61,60,100,3.43,Beat crowd,True,1,0.1521,0.16
1838eca2-efa1-4dfc-b4f2-c38a69050049,TUN vs NED,1-3,"Jun 25, 2026",-13.62,10,Will Cody Gakpo score or assist a goal (excluding own goals)?,NO,66,55,0,-10.28,Below crowd,True,0,0.4356,0.3025
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,1,Will Sweden be caught offside 2 or more times?,YES,78,51,100,21.58,Beat crowd,True,1,0.0484,0.2401
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,2,"In the second half, will Japan have more shots on target than Sweden?",NO,20,51,0,23.98,Beat crowd,True,1,0.04,0.2601
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,3,Will Sweden score more goals than Japan in the second half?,NO,28,33,0,5.08,Beat crowd,True,1,0.0784,0.1089
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,4,Will a penalty kick be awarded OR a red card be shown?,NO,33,34,0,2.29,Beat crowd,True,1,0.1089,0.1156
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,5,Will Japan win the match?,NO,47,52,0,7.79,Beat crowd,True,1,0.2209,0.2704
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,6,Will the match have 2 or fewer total goals?,YES,50,45,100,7.61,Beat crowd,True,1,0.25,0.3025
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,7,Will Sweden have 5 or more corner kicks?,YES,41,46,100,-2.87,Below crowd,True,0,0.3481,0.2916
d7378d49-146a-4c91-bd5c-fb491f17516a,JPN vs SWE,1-1,"Jun 25, 2026",+70.49,8,Will Viktor Gyökeres score a goal (excluding own goals)?,NO,29,34,0,5.03,Beat crowd,True,1,0.0841,0.1156
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,1,Will Curaçao be caught offside 2 or more times?,YES,37,41,100,-1.89,Below crowd,True,0,0.3969,0.3481
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,2,Will Ivory Coast commit more fouls than Curaçao?,NO,28,42,0,11.64,Beat crowd,True,1,0.0784,0.1764
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,3,Will Ivory Coast score the first goal of the second half?,YES,65,60,100,6.96,Beat crowd,True,1,0.1225,0.16
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,4,Will the second half have more goals than the first half?,NO,38,50,0,12.97,Beat crowd,True,1,0.1444,0.25
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,5,Will Curaçao have more shots on target than Ivory Coast in the second half?,NO,35,23,0,-4.37,Below crowd,True,0,0.1225,0.0529
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,6,Will Curaçao receive more cards than Ivory Coast?,YES,63,52,100,11.85,Beat crowd,True,1,0.1369,0.2304
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,7,Will Curaçao score at least 1 goal?,NO,40,42,0,4.43,Beat crowd,True,1,0.16,0.1764
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,8,Will Ivory Coast have 5 or more corner kicks?,YES,50,64,100,-9.32,Below crowd,True,0,0.25,0.1296
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,9,Will Leandro Bacuna have at least 1 shot on target?,NO,26,33,0,6.53,Beat crowd,True,1,0.0676,0.1089
088d10e4-bdd4-4987-951a-65a978f130a3,Curacao vs CIV,0-2,"Jun 25, 2026",+45.21,10,Will Ibrahim Sangaré have at least 1 shot on target?,NO,35,39,0,6.41,Beat crowd,True,1,0.1225,0.1521
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,1,"At halftime, will both teams have at least 1 shot on target?",YES,85,67,100,11.7,Beat crowd,True,1,0.0225,0.1089
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,2,Will Ecuador commit more fouls than Germany?,YES,35,57,100,-22.01,Below crowd,True,0,0.4225,0.1849
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,3,"In the second half, will Ecuador have more corner kicks than Germany?",YES,43,35,100,12.13,Beat crowd,True,1,0.3249,0.4225
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,4,Will Germany score more goals than Ecuador in the second half?,NO,46,54,0,10.5,Beat crowd,True,1,0.2116,0.2916
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,5,Will Germany have more shots on target than Ecuador in the second half?,NO,50,62,0,16.37,Beat crowd,True,1,0.25,0.3844
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,6,Will a penalty kick be awarded OR a red card be shown?,NO,28,34,0,5.66,Beat crowd,True,1,0.0784,0.1156
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,7,Will Ecuador be caught offside 2 or more times?,NO,10,45,0,21.43,Beat crowd,True,1,0.01,0.2025
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,8,Will both teams score AND the match have 3 or more total goals?,YES,22,41,100,-24.1,Below crowd,True,0,0.6084,0.3481
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,9,Will Ecuador score at least 1 goal?,YES,50,56,100,-2.62,Below crowd,True,0,0.25,0.1936
8a2b38f9-caf6-49c0-a281-72eda09fd948,ECU vs GER,2-1,"Jun 25, 2026",+8.05,10,Will the match have 2 or fewer total goals?,NO,65,43,0,-21.02,Below crowd,True,0,0.4225,0.1849
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,1,Will South Korea be caught offside 2 or more times?,NO,70,52,0,-19.4,Below crowd,True,0,0.49,0.2704
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,2,Will South Korea receive at least 1 card in the second half?,YES,52,55,100,-0.8,Below crowd,True,0,0.2304,0.2025
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,3,Will both teams score AND the match have 3 or more total goals?,NO,30,35,0,5.37,Beat crowd,True,1,0.09,0.1225
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,4,Will South Korea have more shots on target than South Africa in the second half?,YES,72,60,100,10.87,Beat crowd,True,1,0.0784,0.16
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,5,Will South Africa commit more fouls than South Korea?,NO,60,57,0,-1.84,Below crowd,True,0,0.36,0.3249
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,6,Will South Africa win the match?,YES,17,22,100,-5.59,Below crowd,True,0,0.6889,0.6084
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,7,"At halftime, will the match be tied?",YES,40,43,100,-2.23,Below crowd,True,0,0.36,0.3249
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,8,Will South Africa have 3 or more shots on target?,YES,40,52,100,-10.65,Below crowd,True,0,0.36,0.2304
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,9,Will Oswin Appollis have at least 1 shot on target?,YES,38,40,100,0.3,Beat crowd,True,1,0.3844,0.36
d6eae6b4-74f1-469b-8d4c-25c01622a272,RSA vs KOR,1-0,"Jun 24, 2026",-40.45,10,Will Son Heung-min have at least 1 shot on target?,NO,72,56,0,-16.47,Below crowd,True,0,0.5184,0.3136
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,1,Will Czechia commit more fouls than Mexico?,NO,62,56,0,-5.37,Below crowd,True,0,0.3844,0.3136
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,2,Will Mexico be caught offside 2 or more times?,NO,58,50,0,-6.76,Below crowd,True,0,0.3364,0.25
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,3,Will Czechia have more shots on target than Mexico in the second half?,NO,28,38,0,8.91,Beat crowd,True,1,0.0784,0.1444
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,4,Will Mexico finish with more corner kicks than Czechia?,NO,52,54,0,4.48,Beat crowd,True,1,0.2704,0.2916
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,5,Will both teams score AND the match have 3 or more total goals?,NO,32,37,0,5.54,Beat crowd,True,1,0.1024,0.1369
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,6,Will Czechia win the match?,NO,30,27,0,0.34,Beat crowd,True,1,0.09,0.0729
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,7,Will Czechia score in the second half?,NO,38,44,0,6.78,Beat crowd,True,1,0.1444,0.1936
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,8,Will there be 4 or more total cards shown?,NO,45,47,0,4.66,Beat crowd,True,1,0.2025,0.2209
e1bc50c6-c39e-454a-b6be-bbe6e3ae6261,CZE vs MEX,0-3,"Jun 24, 2026",-6.93,9,Will Patrik Schick have at least 1 shot on target?,NO,72,47,0,-25.51,Below crowd,True,0,0.5184,0.2209
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,1,Will Haiti commit more fouls than Morocco?,YES,65,61,100,5.49,Beat crowd,True,1,0.1225,0.1521
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,2,"At halftime, will Haiti have more corner kicks than Morocco?",NO,35,25,0,-3.61,Below crowd,True,0,0.1225,0.0625
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,3,Will Haiti receive more cards than Morocco?,YES,72,55,100,13.91,Beat crowd,True,1,0.0784,0.2025
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,4,Will Morocco have more shots on target than Haiti in the second half?,YES,70,72,100,1.05,Beat crowd,True,1,0.09,0.0784
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,5,Will there be 4 or more total shots on target in the second half?,YES,45,62,100,-13.65,Below crowd,True,0,0.3025,0.1444
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,6,Will a penalty kick be awarded OR a red card be shown?,NO,38,35,0,-0.1,Below crowd,True,0,0.1444,0.1225
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,7,Will Morocco win the match?,YES,80,80,100,1.67,Beat crowd,True,1,0.04,0.04
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,8,Will Morocco score in the first half?,YES,70,66,100,4.08,Beat crowd,True,1,0.09,0.1156
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,9,Will Duckens Nazon have at least 1 shot on target?,YES,25,28,100,-1.23,Below crowd,True,0,0.5625,0.5184
11d5723d-eb32-450b-aed1-714150081f00,MAR vs Haiti,4-2,"Jun 24, 2026",+10.73,10,Will Haiti score in the second half?,NO,25,28,0,3.12,Beat crowd,True,1,0.0625,0.0784
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,1,Will Brazil have more shots on target than Scotland in the second half?,NO,70,71,0,3.85,Beat crowd,True,1,0.49,0.5041
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,2,Will Scotland be caught offside 2 or more times?,NO,32,42,0,9.66,Beat crowd,True,1,0.1024,0.1764
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,3,Will Scotland score the first goal of the game and Brazil score in the second half?,NO,13,20,0,4.5,Beat crowd,True,1,0.0169,0.04
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,4,Will Brazil finish with more corner kicks than Scotland?,NO,78,72,0,-7.9,Below crowd,True,0,0.6084,0.5184
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,5,Will Scotland score at least 1 goal?,NO,45,44,0,1.9,Beat crowd,True,1,0.2025,0.1936
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,6,Will the match have 3 or more total goals?,YES,52,54,100,0.19,Beat crowd,True,1,0.2304,0.2116
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,7,Will Brazil score in the second half?,YES,62,69,100,-3.32,Below crowd,True,0,0.1444,0.0961
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,8,Will there be 4 or more total cards shown?,NO,62,44,0,-16.75,Below crowd,True,0,0.3844,0.1936
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,9,Will Scott McTominay have at least 1 shot on target?,YES,50,43,100,10.38,Beat crowd,True,1,0.25,0.3249
27de95f5-f061-4819-a1ce-1dd294a17d43,SCO vs BRA,0-3,"Jun 24, 2026",+2.76,10,Will Brazil score in the first half?,YES,62,64,100,0.25,Beat crowd,True,1,0.1444,0.1296
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,1,Will Canada commit more fouls than Switzerland?,NO,63,53,0,-9.62,Below crowd,True,0,0.3969,0.2809
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,2,Will Switzerland be caught offside 2 or more times?,NO,42,50,0,9.82,Beat crowd,True,1,0.1764,0.25
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,3,Will there be 2 or more total cards shown in the second half?,NO,60,54,0,-3.67,Below crowd,True,0,0.36,0.2916
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,4,Will both teams score AND the match have 3 or more total goals?,YES,30,41,100,-11.69,Below crowd,True,0,0.49,0.3481
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,5,Will a penalty kick be awarded in the match?,NO,33,29,0,-0.6,Below crowd,True,0,0.1089,0.0841
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,6,Will Switzerland have more shots on target than Canada in the second half?,NO,48,51,0,5.27,Beat crowd,True,1,0.2304,0.2601
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,7,Will Switzerland win the match?,YES,44,45,100,1.18,Beat crowd,True,1,0.3136,0.3025
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,8,Will the second half have 2 or more total goals?,YES,30,43,100,-14.28,Below crowd,True,0,0.49,0.3249
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,9,Will Granit Xhaka have at least 1 shot on target?,NO,25,40,0,13.38,Beat crowd,True,1,0.0625,0.16
afe9f639-489e-44cb-b903-41f18169387e,SUI vs CAN,2-1,"Jun 24, 2026",-21.55,10,Will Jonathan David have at least 1 shot on target?,NO,70,59,0,-11.35,Below crowd,True,0,0.49,0.3481
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,1,Will Colombia commit more fouls than DR Congo?,NO,42,41,0,1.22,Beat crowd,True,1,0.1764,0.1681
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,2,Will Colombia have more shots on target than DR Congo in the second half?,YES,72,66,100,6.06,Beat crowd,True,1,0.0784,0.1156
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,3,Will Colombia score more goals than DR Congo in the second half?,YES,55,55,100,2.34,Beat crowd,True,1,0.2025,0.2025
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,4,Will a penalty kick be awarded OR a red card be shown in the match?,NO,38,36,0,0.95,Beat crowd,True,1,0.1444,0.1296
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,5,Will Colombia win the match?,YES,72,66,100,5.28,Beat crowd,True,1,0.0784,0.1156
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,6,"At halftime, will Colombia be winning?",NO,52,49,0,-1.18,Below crowd,True,0,0.2704,0.2401
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,7,Will the match have 2 or fewer total goals?,YES,56,51,100,6.26,Beat crowd,True,1,0.1936,0.2401
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,8,Will Colombia have 5 or more corner kicks?,YES,48,58,100,-7.4,Below crowd,True,0,0.2704,0.1764
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,9,Will Luis Díaz score or assist a goal (excluding own goals)?,NO,48,50,0,5.12,Beat crowd,True,1,0.2304,0.25
91b6a806-37ac-4799-8341-7dd80d00baeb,COL vs COD,1-0,"Jun 23, 2026",+29.11,10,Will Cédric Bakambu have at least 1 shot on target?,NO,32,43,0,10.45,Beat crowd,True,1,0.1024,0.1849
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,1,Will Panama be caught offside 2 or more times?,NO,32,44,0,11.54,Beat crowd,True,1,0.1024,0.1936
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,2,Will Panama have more shots on target than Croatia in the second half?,NO,30,27,0,0.38,Beat crowd,True,1,0.09,0.0729
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,3,Will Croatia score the first goal of the second half?,YES,42,54,100,-9.77,Below crowd,True,0,0.3364,0.2116
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,4,Will Panama commit more fouls than Croatia?,YES,50,57,100,-4.66,Below crowd,True,0,0.25,0.1849
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,5,Will Croatia receive more cards than Panama?,NO,38,36,0,-0.15,Below crowd,True,0,0.1444,0.1296
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,6,Will Panama score at least 1 goal?,NO,55,50,0,-3.2,Below crowd,True,0,0.3025,0.25
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,7,Will there be 9 or more total corner kicks?,YES,30,51,100,-21.78,Below crowd,True,0,0.49,0.2401
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,8,Will Panama have 3 or more shots on target?,NO,45,49,0,6.82,Beat crowd,True,1,0.2025,0.2401
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,9,Will José Fajardo have at least 1 shot on target?,NO,28,40,0,10.63,Beat crowd,True,1,0.0784,0.16
48abc36d-a811-4579-983b-fe9805c1dc7b,PAN vs CRO,0-1,"Jun 23, 2026",-0.78,10,Will Luka Sučić have at least 1 shot on target?,NO,30,37,0,9.4,Beat crowd,True,1,0.09,0.1369
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,1,"At halftime, will both teams have at least 1 shot on target?",NO,23,61,0,35.3,Beat crowd,True,1,0.0529,0.3721
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,2,Will Ghana commit more fouls than England?,YES,58,61,100,0.11,Beat crowd,True,1,0.1764,0.1521
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,3,Will both teams have at least 1 shot on target in the second half?,YES,52,66,100,-9.24,Below crowd,True,0,0.2304,0.1156
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,4,Will both teams score AND the match have 3 or more total goals?,NO,30,37,0,7.43,Beat crowd,True,1,0.09,0.1369
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,5,Will a penalty kick be awarded OR a red card be shown?,NO,45,37,0,-4.11,Below crowd,True,0,0.2025,0.1369
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,6,Will Ghana have more shots on target than England in the second half?,NO,18,22,0,3.61,Beat crowd,True,1,0.0324,0.0484
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,7,Will England win the match?,NO,86,80,0,-7.57,Below crowd,True,0,0.7396,0.64
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,8,Will Harry Kane score or assist a goal (excluding own goals)?,NO,68,65,0,-0.66,Below crowd,True,0,0.4624,0.4225
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,9,Will Antoine Semenyo have at least 1 shot on target?,NO,28,45,0,15.04,Beat crowd,True,1,0.0784,0.2025
ffa7a87a-1a80-40af-9798-3d3dc321d17b,ENG vs GHA,0-0,"Jun 23, 2026",+44.01,10,Will Ghana have 5 or more corner kicks?,NO,25,28,0,4.08,Beat crowd,True,1,0.0625,0.0784
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,1,Will Uzbekistan be caught offside 2 or more times?,YES,20,41,100,-26.24,Below crowd,True,0,0.64,0.3481
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,2,"In the second half, will Portugal have more shots on target than Uzbekistan?",YES,80,74,100,5.02,Beat crowd,True,1,0.04,0.0676
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,3,Will Portugal be caught offside 2 or more times?,YES,65,56,100,9.43,Beat crowd,True,1,0.1225,0.1936
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,4,Will a penalty kick be awarded OR a red card be shown?,NO,42,39,0,-0.3,Below crowd,True,0,0.1764,0.1521
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,5,Will Eldor Shomurodov have at least 1 shot on target in the second half?,NO,25,35,0,8.66,Beat crowd,True,1,0.0625,0.1225
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,6,Will both teams score AND the match have 3 or more total goals?,NO,30,35,0,5.59,Beat crowd,True,1,0.09,0.1225
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,7,Will Portugal win the match?,YES,95,81,100,5.49,Beat crowd,True,1,0.0025,0.0361
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,8,Will the second half have 2 or more total goals?,YES,42,52,100,-8.34,Below crowd,True,0,0.3364,0.2304
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,9,Will Uzbekistan have 4 or more shots on target?,NO,12,30,0,10.49,Beat crowd,True,1,0.0144,0.09
69befda5-5418-4a6e-9516-295139e79565,POR vs UZB,5-0,"Jun 23, 2026",-1.34,10,Will Gonçalo Ramos score a goal (excluding own goals)?,NO,48,29,0,-11.15,Below crowd,True,0,0.2304,0.0841
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,1,Will Jordan commit more fouls than Algeria?,YES,32,54,100,-23.3,Below crowd,True,0,0.4624,0.2116
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,2,Will there be 4 or more total shots on target in the second half?,YES,50,59,100,-6.55,Below crowd,True,0,0.25,0.1681
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,3,Will Jordan score the first goal of the game and Algeria score in the second half?,YES,18,23,100,-6.06,Below crowd,True,0,0.6724,0.5929
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,4,Will Algeria be caught offside 2 or more times?,NO,44,51,0,8.95,Beat crowd,True,1,0.1936,0.2601
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,5,Will a penalty kick be awarded OR a red card be shown?,NO,45,38,0,-3.27,Below crowd,True,0,0.2025,0.1444
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,6,Will Riyad Mahrez have at least 1 shot on target in the second half?,NO,42,43,0,3.51,Beat crowd,True,1,0.1764,0.1849
5398e565-2759-4c71-abea-77f209bd75f9,JOR vs ALG,1-2,"Jun 22, 2026",-5.69,7,Will Jordan score at least 1 goal?,YES,57,52,100,6.42,Beat crowd,True,1,0.1849,0.2304
